"","participant","session_code","condition","distribution","chain","generation","parent","word0","word1","round","final_round","converged","correct_mapping","produced_mapping","score","trainset","testset","trainresponses","testresponses","trainresponse_changes","testresponse_changes","train_RTs","test_RTs","duration_consent","duration_callback","duration_comprehension","duration_instruction","duration_round","duration_experiment","whole_experiment","jointime_webapp2","jointime_user","jointime_user_UTC","comprehension_tries","experiment","created","bonused","system1024","system512","system1024_input","system512_input","N_boundaries","N_boundaries_input","N_boundaries_change","n_label1","n_label1_input","n_label1_change","p_input","p_output","p_change","trajectory","iteration"
"277","iU324135","s71203104","I","U",NA,NA,NA,"dap","mig",4,FALSE,FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,0,0,0,0,0",9,"9,8,8,1,1,8,0,2,5,9,3,7,0,9,4,4,4,0,3,6,5,2,7,3,1,5,6,2,7,6","5,8,7,9,4,6,3,1,2,0","0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0","0,0,0,0,1,0,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,1,0,0,0,0","3525,1119,982,707,648,1037,560,572,1529,945,861,1225,705,1187,1327,713,717,1232,1262,984,1085,651,814,852,761,1401,1224,885,1046,811","1770,1314,864,809,569,673,576,845,603,567",10935,233,31633,1422,205784,906750,NA,"13:05:53 07/09/19 UTC","Tue Jul 09 2019 08:05:54 GMT-0500 (Central Daylight Time)","13:05:54 07/09/19 UTC",0,"category_change_1","13:20:49 07/09/19 UTC","no","1111100000","1111100000","1111110000","1111110000",1,1,0,5,6,-1,0.4,0.5,0.1,"s71203104",4
"278","cL121090","s95848475","C","L",37,5,"cL995579","gos","tef",1,TRUE,FALSE,"0,1,1,1,1,1,1,0,0,0","0,0,1,1,1,1,1,0,0,0",9,"0,8,0,5,1,1,3,9,0,0,0,3,0,1,7,0,2,0,1,3,2,1,0,0,6,5,2,4,4,2","0,6,2,4,1,5,3,7,8,9","1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1","0,1,1,1,0,1,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","5838,2164,1525,2044,1914,1199,1570,4510,1469,1441,1065,1160,1806,1192,1394,2661,6669,6602,1315,1132,951,1559,1240,976,2736,24433,1113,960,819,1128","1347,1104,1286,782,1130,678,2111,12251,1502,1370",7066,232,44791,16943,330413,399445,7,"13:44:29 07/09/19 UTC","Tue Jul 09 2019 09:44:28 GMT-0400 (Eastern Daylight Time)","13:44:28 07/09/19 UTC",0,"category_change_1","13:51:01 07/09/19 UTC","no","0011111000","1100000111","0111111000","1000000111",2,2,0,5,4,1,0.4,0.5,0.1,"37",5
"279","cR119174","s47860015","C","R",22,4,"cR523544","pon","fud",1,TRUE,FALSE,"1,1,1,1,0,0,0,0,0,1","0,1,1,1,1,1,0,1,1,1",5,"5,9,9,9,9,8,4,9,9,5,6,6,8,0,8,7,9,9,3,7,8,1,9,2,9,7,8,6,4,7","1,9,7,3,2,6,4,8,0,5","0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1","1,1,1,1,1,0,1,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","5244,970,4102,2608,2341,3279,1540,3806,1410,1869,1820,3090,3092,3788,1887,3953,2430,1392,1491,1937,3530,2311,2351,1229,1290,2443,1886,1857,1189,1579","3337,1487,1292,1531,1127,1163,2920,2243,1745,1495",12823,471,31222,12657,269538,326711,5,"13:23:13 07/09/19 UTC","Tue Jul 09 2019 09:24:03 GMT-0400 (Eastern Daylight Time)","13:24:03 07/09/19 UTC",0,"category_change_1","13:28:27 07/09/19 UTC","no","0111110111","1000001000","1111000001","1111000001",3,2,1,2,5,-3,0.5,0.2,-0.3,"22",4
"280","iU461378","s53800514","I","U",NA,NA,NA,"seb","nuk",3,FALSE,FALSE,"1,0,0,0,1,0,1,0,1,1","1,0,0,0,0,0,1,1,1,1",8,"4,8,4,2,3,9,3,4,3,7,7,2,0,6,7,1,9,6,8,5,1,0,5,8,6,9,5,0,1,2","1,9,3,2,7,5,6,0,8,4","1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0","0,1,0,0,1,0,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2759,1139,1860,1077,1135,1252,2041,1090,1497,1281,1347,1183,1252,2279,1167,1109,1159,1128,1152,1092,983,1421,1379,1268,1559,1014,3342,1381,1296,1885","1356,1192,1231,1159,1759,1399,1478,1557,2326,1431",10931,399,38467,60053,227415,846240,NA,"13:03:43 07/09/19 UTC","Tue Jul 09 2019 08:03:42 GMT-0500 (Central Daylight Time)","13:03:42 07/09/19 UTC",0,"category_change_1","13:17:38 07/09/19 UTC","no","1000001111","1000001111","1000101011","1000101011",2,6,-4,5,5,0,0.5,0.5,0,"s53800514",3
"281","iU898134","s68224617","I","U",NA,NA,NA,"pon","fud",8,TRUE,TRUE,"0,0,1,1,1,1,1,1,1,0","0,0,1,1,1,1,1,1,1,0",10,"0,7,0,9,3,3,0,1,5,4,9,2,6,7,6,7,5,1,2,8,8,9,8,6,2,3,5,1,4,4","2,3,5,8,0,7,4,1,6,9","1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1","1,1,1,1,0,1,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2025,1154,2192,1828,1728,1037,2206,2672,2725,1039,1101,2057,1610,1162,972,1067,1206,1572,2024,3938,1021,1156,1340,1007,1707,1348,956,3006,1037,1023","1499,845,1305,1539,1225,960,1723,1323,992,1014",12433,200,34954,18588,224318,2056392,34,"13:28:01 07/09/19 UTC","Tue Jul 09 2019 06:28:01 GMT-0700 (Pacific Daylight Time)","13:28:01 07/09/19 UTC",0,"category_change_1","14:02:05 07/09/19 UTC","no","0011111110","1100000001","0011111110","1100000001",2,2,0,3,3,0,0.3,0.3,0,"s68224617",8
"282","iR579658","s72947520","I","R",NA,NA,NA,"pon","fud",4,TRUE,TRUE,"1,1,0,0,0,0,0,0,0,1","1,1,0,0,0,0,0,0,0,1",10,"9,9,2,9,6,1,9,9,8,6,8,5,4,7,9,9,9,3,8,6,9,0,5,7,8,8,4,9,7,7","1,7,5,6,2,0,8,9,4,3","1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0","1,0,0,0,0,1,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1012,4752,2409,970,1121,1148,1433,1284,1417,1294,1027,1083,1003,1151,1060,1167,986,1175,1260,1126,1139,1093,1007,1167,1064,959,1074,1048,1181,1210","1936,1087,885,906,1446,976,891,1041,966,1211",26421,312,73775,4650,236909,1238240,21,"13:06:02 07/09/19 UTC","Tue Jul 09 2019 08:06:00 GMT-0500 (Central Daylight Time)","13:06:00 07/09/19 UTC",1,"category_change_1","13:26:14 07/09/19 UTC","no","1100000001","1100000001","1100000001","1100000001",2,2,0,3,3,0,0.3,0.3,0,"s72947520",4
"283","iR983876","s50566959","I","R",NA,NA,NA,"seb","nuk",4,FALSE,FALSE,"0,0,0,1,1,1,1,1,0,1","0,0,1,1,1,1,1,1,0,1",9,"9,9,0,6,3,9,5,9,4,6,8,9,7,9,7,1,5,9,9,8,8,9,8,7,2,9,4,8,6,7","1,9,2,0,8,7,4,5,3,6","1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1","0,1,1,0,0,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","901,790,2589,1282,983,752,872,748,1046,1104,1120,922,1139,2561,1129,1876,1004,866,687,2621,1145,1092,1571,859,2238,742,1039,2004,794,1218","1688,1026,7360,903,3659,1153,969,914,1079,1138",28828,200,45471,23240,222216,1026082,NA,"13:06:56 07/09/19 UTC","Tue Jul 09 2019 09:06:56 GMT-0400 (Eastern Daylight Time)","13:06:56 07/09/19 UTC",0,"category_change_1","13:23:33 07/09/19 UTC","no","0011111101","1100000010","0001111101","1110000010",3,3,0,3,4,-1,0.4,0.3,-0.1,"s50566959",4
"284","cU644486","s60913622","C","U",1,2,"cU793977","gos","tef",1,TRUE,FALSE,"0,0,0,0,1,1,1,0,0,0","0,0,0,0,0,1,0,0,1,1",6,"4,9,5,5,3,4,2,0,9,6,1,6,1,7,0,2,6,3,1,8,3,8,7,8,5,2,9,0,7,4","3,1,0,8,5,7,4,6,9,2","1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0","0,0,0,1,1,0,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1907,1356,2828,904,3889,1871,2370,1852,3242,1970,2889,1559,942,1027,1117,1993,1008,3174,1137,2518,1890,2028,2938,1034,1309,1112,1204,1140,1103,3496","3829,991,855,2119,984,1252,1002,1523,905,1326",5308,180,42218,13177,251605,312488,5,"13:10:50 07/09/19 UTC","Tue Jul 09 2019 09:10:50 GMT-0400 (Eastern Daylight Time)","13:10:50 07/09/19 UTC",0,"category_change_1","13:15:57 07/09/19 UTC","no","0000010011","1111101100","0000111000","1111000111",3,2,1,7,7,0,0.3,0.3,0,"1",2
"285","iL148104","s31667195","I","L",NA,NA,NA,"buv","kal",3,FALSE,FALSE,"1,0,0,0,0,0,1,0,1,1","1,0,0,0,0,0,0,0,1,1",9,"3,8,0,2,0,0,2,0,3,0,0,0,0,4,1,5,7,4,6,2,2,9,1,1,1,0,5,1,3,0","6,1,8,0,9,4,3,5,2,7","0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1","0,0,1,1,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1227,1942,1132,1444,1225,1111,1392,1154,979,1028,993,890,1013,1467,1450,1742,2070,1546,1431,1529,1203,1537,1755,3671,1780,1154,1431,1495,1006,1139","1859,988,1529,1367,1136,1133,1169,887,1292,1786",8685,328,27470,13989,232192,1305196,NA,"13:05:12 07/09/19 UTC","Tue Jul 09 2019 08:05:13 GMT-0500 (Central Daylight Time)","13:05:13 07/09/19 UTC",0,"category_change_1","13:26:48 07/09/19 UTC","no","1000000011","1000000011","1000001011","1000001011",2,4,-2,3,4,-1,0.4,0.3,-0.1,"s31667195",3
"286","iL629593","s88714571","I","L",NA,NA,NA,"gos","tef",3,FALSE,FALSE,"1,0,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,1,1",9,"2,0,0,9,6,4,0,5,0,0,8,1,1,2,0,1,1,2,5,3,0,7,0,4,3,0,3,0,1,2","5,8,1,7,6,0,2,3,9,4","0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0","0,1,0,0,0,1,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0","1004,1008,962,1013,857,586,909,856,920,904,1261,1206,1187,1006,912,1406,792,892,993,770,1006,897,909,990,940,1224,847,966,1208,836","803,467,833,968,645,1216,1035,764,1062,704",8499,233,27649,8672,209634,691966,NA,"13:14:49 07/09/19 UTC","Tue Jul 09 2019 09:14:47 GMT-0400 (Eastern Daylight Time)","13:14:47 07/09/19 UTC",0,"category_change_1","13:26:12 07/09/19 UTC","no","1000000011","1000000011","1000000001","1000000001",2,2,0,3,2,1,0.2,0.3,0.1,"s88714571",3
"287","iL397196","s33999890","I","L",NA,NA,NA,"buv","kal",4,FALSE,FALSE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,0,0,0,0,1,1",9,"0,2,0,3,7,3,1,0,0,4,0,3,1,0,1,9,2,2,5,2,5,4,0,0,6,0,1,8,0,1","2,1,6,4,7,0,8,5,9,3","0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0","0,0,0,0,0,0,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","989,1065,629,832,925,6022,837,527,531,1777,885,780,797,3099,303,1357,1018,707,852,598,540,662,475,877,1063,534,762,824,474,390","509,627,373,512,374,423,804,429,1072,366",33250,498,108426,11099,267966,1206064,NA,"13:11:00 07/09/19 UTC","Tue Jul 09 2019 09:11:00 GMT-0400 (Eastern Daylight Time)","13:11:00 07/09/19 UTC",0,"category_change_1","13:30:32 07/09/19 UTC","no","0000000011","1111111100","0000000111","1111111000",1,1,0,8,7,1,0.3,0.2,-0.1,"s33999890",4
"288","iR793061","s87996164","I","R",NA,NA,NA,"buv","kal",2,FALSE,FALSE,"0,0,0,1,1,1,1,1,1,1","0,0,1,1,1,1,1,1,1,1",9,"9,9,7,3,8,8,4,7,2,9,6,8,7,9,6,5,9,8,5,0,1,9,7,9,9,9,9,8,4,6","5,4,9,2,8,1,7,0,3,6","1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1","1,1,1,1,1,0,1,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","960,1003,1078,2190,949,823,1007,863,1659,927,1023,911,750,874,1005,1250,823,959,1066,912,1155,997,1077,915,852,808,942,878,1195,918","1009,930,802,2606,1087,1050,908,1061,1136,902",8757,282,68252,12670,201536,524547,NA,"13:15:26 07/09/19 UTC","Tue Jul 09 2019 08:15:26 GMT-0500 (Central Daylight Time)","13:15:26 07/09/19 UTC",0,"category_change_1","13:24:02 07/09/19 UTC","no","0011111111","1100000000","0001111111","1110000000",1,1,0,2,3,-1,0.3,0.2,-0.1,"s87996164",2
"289","iL382728","s91291928","I","L",NA,NA,NA,"vit","lem",1,FALSE,FALSE,"1,0,0,0,0,1,0,1,1,1","1,1,1,1,1,0,0,0,1,0",3,"3,5,2,1,0,1,0,9,1,0,0,0,1,2,0,3,6,2,1,4,5,8,0,0,0,7,3,0,4,2","6,5,3,2,4,9,1,7,0,8","1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1","0,0,1,1,1,0,1,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0","0,0,0,0,0,0,0,0,0,0","21086,2144,2098,1522,1331,1504,2985,2046,939,2323,1256,2398,2591,4061,1720,2378,1873,4451,1172,1568,1136,2050,1346,897,3643,1461,1445,1155,1277,2110","1890,1641,1278,2059,4426,1437,1342,1305,1136,2826",4929,748,142965,2972,303648,455262,NA,"13:48:08 07/09/19 UTC","Tue Jul 09 2019 19:18:09 GMT 0530 (India Standard Time)","13:48:09 07/09/19 UTC",0,"category_change_1","13:55:39 07/09/19 UTC","no","1111100010","1111100010","1000010111","1000010111",3,4,-1,6,5,1,0.5,0.4,-0.1,"s91291928",1
"290","iU499151","s96342698","I","U",NA,NA,NA,"pon","fud",1,FALSE,FALSE,"1,0,1,0,0,1,0,0,1,1","1,1,1,1,0,0,1,1,0,0",3,"3,5,1,3,0,9,1,7,8,7,1,0,4,9,2,4,6,8,5,2,5,7,4,8,0,6,9,3,6,2","7,4,2,3,8,5,0,6,1,9","0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0","1,0,1,1,0,0,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2383,1528,719,422,1894,1873,1638,861,852,1248,872,787,919,1351,1053,973,1251,549,847,862,1436,694,1179,926,985,698,905,1146,1092,1355","3936,2121,1431,820,1513,1579,923,1172,1104,1606",3978,233,76213,51946,222332,354702,NA,"13:43:09 07/09/19 UTC","Tue Jul 09 2019 06:43:09 GMT-0700 (Pacific Daylight Time)","13:43:09 07/09/19 UTC",0,"category_change_1","13:49:00 07/09/19 UTC","no","1111001100","1111001100","1010010011","1010010011",3,6,-3,6,5,1,0.5,0.4,-0.1,"s96342698",1
"291","cU948973","s23536579","C","U",12,7,"cU696938","gos","tef",1,TRUE,FALSE,"1,1,0,0,0,1,1,1,1,0","1,1,1,0,1,0,1,0,1,0",6,"5,9,3,8,8,6,1,9,4,6,9,7,5,2,0,8,5,1,4,0,2,0,3,7,2,7,1,4,6,3","4,0,2,9,3,1,6,5,7,8","1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1","1,1,1,0,0,1,1,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,0,0,0,0,0,0,0,0,0","1503,1197,987,1975,1272,1635,1146,1213,1151,1920,2007,1215,984,1899,1204,1173,3939,960,2505,1051,1148,1209,1538,1175,1037,1358,1192,1490,1526,1543","1427,1139,1597,949,2353,1021,1652,1238,1737,1592",4037,164,33200,32939,232004,302344,5,"13:44:54 07/09/19 UTC","Tue Jul 09 2019 07:44:57 GMT-0600 (Mountain Daylight Time)","13:44:57 07/09/19 UTC",0,"category_change_1","13:49:52 07/09/19 UTC","no","1110101010","1110101010","1100011110","1100011110",7,3,4,6,6,0,0.4,0.4,0,"12",7
"292","iU499151","s96342698","I","U",NA,NA,NA,"pon","fud",2,FALSE,FALSE,"1,1,1,1,0,0,1,1,0,0","1,1,1,1,1,1,0,0,0,0",6,"8,6,5,3,0,4,7,6,5,0,1,7,1,8,4,5,2,2,6,3,7,0,8,1,3,4,2,9,9,9","6,1,7,4,0,3,2,5,9,8","1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0","0,1,0,1,1,1,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","972,832,1590,1372,1016,842,1128,1195,787,758,1545,806,1107,1813,983,1373,830,780,1727,867,1174,722,702,727,1123,1038,1328,5860,1039,1738","4069,3247,1124,864,853,637,591,784,592,773",3978,233,76213,51946,255663,615735,NA,"13:43:09 07/09/19 UTC","Tue Jul 09 2019 06:43:09 GMT-0700 (Pacific Daylight Time)","13:43:09 07/09/19 UTC",0,"category_change_1","13:53:21 07/09/19 UTC","no","1111110000","1111110000","1111001100","1111001100",1,3,-2,6,6,0,0.4,0.4,0,"s96342698",2
"293","iL308010","s18325454","I","L",NA,NA,NA,"pon","fud",6,FALSE,FALSE,"0,1,1,1,1,1,0,0,0,0","0,1,1,1,0,0,0,0,0,0",8,"2,0,3,0,2,9,4,1,0,5,1,1,0,0,2,3,0,4,3,5,2,1,0,6,1,7,0,0,0,8","6,5,3,0,1,7,9,8,4,2","1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0","0,0,1,0,1,0,0,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","810,987,679,793,850,758,728,823,690,1245,795,1861,1033,657,833,742,686,637,641,646,758,937,888,1025,1631,747,1088,732,796,707","787,6116,946,788,1238,1043,648,721,5867,971",39679,365,41963,70165,203377,1497334,NA,"13:18:44 07/09/19 UTC","Tue Jul 09 2019 15:18:43 GMT 0200 (Central European Summer Time)","13:18:43 07/09/19 UTC",0,"category_change_1","13:43:01 07/09/19 UTC","no","0111000000","1000111111","0111110000","1000001111",2,2,0,7,5,2,0.5,0.3,-0.2,"s18325454",6
"294","iR422840","s82470823","I","R",NA,NA,NA,"vit","lem",3,FALSE,FALSE,"0,0,1,1,1,1,1,1,0,1","0,1,1,1,1,1,1,1,0,1",9,"7,8,5,8,4,7,6,9,9,9,9,7,6,9,1,9,3,9,0,8,4,6,8,9,7,9,8,5,2,9","9,5,6,4,2,0,8,3,1,7","1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1","1,1,1,1,1,0,0,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1500,1633,7765,1460,1268,1802,1114,937,851,873,840,2678,2658,1167,1460,1124,1168,1127,1424,1602,1691,4198,1636,1086,1452,1588,2200,1185,1990,1077","985,1328,1171,1129,1478,1379,2995,1587,1053,1143",19126,733,127778,39287,243869,954598,NA,"13:05:15 07/09/19 UTC","Tue Jul 09 2019 16:05:16 GMT 0300 (East Africa Time)","13:05:16 07/09/19 UTC",0,"category_change_1","13:20:51 07/09/19 UTC","no","0111111101","1000000010","0011111101","1100000010",3,3,0,2,3,-1,0.3,0.2,-0.1,"s82470823",3
"295","iR415143","s68137358","I","R",NA,NA,NA,"seb","nuk",4,FALSE,FALSE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,0,0,1,1,1",9,"9,8,9,9,5,4,4,2,6,7,1,9,9,8,0,9,7,6,9,9,5,6,9,7,9,3,8,7,8,8","6,0,9,4,5,8,3,7,2,1","1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1","0,0,1,0,0,1,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","758,881,660,776,997,1010,1311,729,846,770,790,720,668,4897,689,765,856,846,708,667,758,926,904,9810,709,890,1603,838,887,853","780,766,663,783,774,1062,740,785,691,1054",4917,216,30751,134538,441032,1337210,NA,"13:33:04 07/09/19 UTC","Tue Jul 09 2019 06:32:59 GMT-0700 (Pacific Daylight Time)","13:32:59 07/09/19 UTC",0,"category_change_1","13:55:16 07/09/19 UTC","no","0000000111","1111111000","0000001111","1111110000",1,1,0,7,6,1,0.4,0.3,-0.1,"s68137358",4
"296","iL397196","s33999890","I","L",NA,NA,NA,"buv","kal",3,FALSE,FALSE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,0,0,1,1,1",9,"2,1,5,5,8,3,1,0,0,6,0,0,2,1,0,3,2,3,0,0,0,0,7,9,0,4,1,4,2,1","8,4,5,0,1,9,6,7,2,3","0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0","1,0,0,0,0,1,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1259,639,330,644,788,657,591,389,607,1059,559,579,1085,477,531,394,730,611,239,792,35847,451,1047,1089,876,1248,650,1217,590,595","1102,659,573,544,628,923,2112,950,1027,564",33250,498,108426,11099,233492,926736,NA,"13:11:00 07/09/19 UTC","Tue Jul 09 2019 09:11:00 GMT-0400 (Eastern Daylight Time)","13:11:00 07/09/19 UTC",0,"category_change_1","13:25:53 07/09/19 UTC","no","0000000111","1111111000","0000001111","1111110000",1,1,0,7,6,1,0.4,0.3,-0.1,"s33999890",3
"297","cR483656","s85598506","C","R",21,3,"cR115815","seb","nuk",1,TRUE,FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,1,0,0,0",9,"9,7,9,7,8,9,5,9,4,6,1,9,2,8,6,7,9,9,7,9,5,9,0,8,8,8,4,3,6,9","3,5,7,1,9,0,4,6,8,2","0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0","1,1,0,1,0,1,1,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","3235,1756,1020,1406,953,1091,1323,1733,1202,1174,836,831,713,1091,871,670,591,863,669,511,676,719,399,860,660,389,1235,995,911,1187","1096,1072,840,730,621,895,722,801,521,684",4241,165,129202,81155,207530,422293,7,"13:19:45 07/09/19 UTC","Tue Jul 09 2019 09:19:44 GMT-0400 (Eastern Daylight Time)","13:19:44 07/09/19 UTC",0,"category_change_1","13:26:43 07/09/19 UTC","no","1111111000","1111111000","1111110000","1111110000",1,1,0,7,6,1,0.4,0.3,-0.1,"21",3
"298","cU696938","s87450431","C","U",12,6,"cU204424","gos","tef",1,TRUE,FALSE,"1,0,1,0,1,0,1,1,0,0","1,1,0,0,0,1,1,1,1,0",5,"6,3,1,7,6,5,5,6,8,9,7,1,4,3,4,5,0,0,2,3,4,2,0,9,9,7,8,1,2,8","9,3,5,2,0,1,4,6,7,8","0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1","0,0,1,0,1,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","3107,3144,2455,1287,1914,1872,1535,1329,1066,1620,1730,3671,1610,1528,1756,3394,1655,1720,2591,1822,1689,1439,2030,2094,2303,1936,1524,1538,1393,1408","4039,2590,3609,2341,1464,3705,1307,2809,1907,2195",6148,258,42886,16102,273329,338723,6,"13:39:10 07/09/19 UTC","Tue Jul 09 2019 15:39:10 GMT 0200 (unicode error)","13:39:10 07/09/19 UTC",0,"category_change_1","13:44:43 07/09/19 UTC","no","1100011110","1100011110","1010101100","1010101100",3,7,-4,6,5,1,0.5,0.4,-0.1,"12",6
