"","participant","session_code","condition","distribution","chain","generation","parent","word0","word1","round","final_round","converged","correct_mapping","produced_mapping","score","trainset","testset","trainresponses","testresponses","trainresponse_changes","testresponse_changes","train_RTs","test_RTs","duration_consent","duration_callback","duration_comprehension","duration_instruction","duration_round","duration_experiment","whole_experiment","jointime_webapp2","jointime_user","jointime_user_UTC","comprehension_tries","experiment","created","bonused","system1024","system512","system1024_input","system512_input","N_boundaries","N_boundaries_input","N_boundaries_change","n_label1","n_label1_input","n_label1_change","p_input","p_output","p_change","trajectory","iteration"
"255","iR579658","s72947520","I","R",NA,NA,NA,"pon","fud",2,FALSE,FALSE,"1,1,1,0,1,0,0,0,0,1","1,1,0,1,0,0,0,0,0,1",7,"7,9,7,6,9,9,9,0,9,8,7,5,8,5,9,4,9,6,7,8,3,8,9,2,6,9,8,9,1,4","8,6,9,0,2,5,7,4,3,1","0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0","0,0,1,1,0,0,0,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2913,1090,1928,1387,1109,1362,1029,1869,1180,1304,1666,3499,1962,1290,1205,1122,1199,1254,1295,1235,1629,1203,1235,1808,1223,1215,1474,1155,1562,1218","1514,1237,1019,1051,1500,1392,1340,1822,2152,1129",26421,312,73775,4650,248518,721764,NA,"13:06:02 07/09/19 UTC","Tue Jul 09 2019 08:06:00 GMT-0500 (Central Daylight Time)","13:06:00 07/09/19 UTC",1,"category_change_1","13:17:38 07/09/19 UTC","no","1101000001","1101000001","1110100001","1110100001",4,4,0,4,5,-1,0.5,0.4,-0.1,"s72947520",2
"256","iU308968","s26439174","I","U",NA,NA,NA,"vit","lem",7,FALSE,FALSE,"1,1,1,0,0,0,0,0,0,1","1,1,1,0,0,0,0,0,1,1",9,"7,1,0,3,3,1,2,8,5,0,1,9,5,4,6,2,0,6,9,8,4,2,3,9,4,8,7,5,7,6","1,9,0,8,2,5,7,4,6,3","0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0","1,1,1,1,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,0,0,0,1,0,0,0,0,0","1488,877,1058,1057,1176,780,1515,1678,844,796,709,935,1269,972,869,853,751,722,789,1374,667,613,762,1230,3390,759,961,1060,1584,1872","1023,1022,1055,1894,1206,713,783,986,1077,2768",464472,302,42548,194626,424379,2555715,NA,"13:13:04 07/09/19 UTC","Tue Jul 09 2019 09:13:05 GMT-0400 (Eastern Daylight Time)","13:13:05 07/09/19 UTC",0,"category_change_1","13:47:55 07/09/19 UTC","no","1110000011","1110000011","1110000001","1110000001",2,2,0,5,4,1,0.4,0.5,0.1,"s26439174",7
"257","iR761380","s40576010","I","R",NA,NA,NA,"pon","fud",2,FALSE,FALSE,"0,0,0,1,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,1",9,"5,0,4,8,9,9,9,6,4,9,7,8,8,2,8,9,9,8,7,7,6,3,7,5,6,9,9,9,1,9","8,2,0,5,3,7,6,1,4,9","0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1","0,0,0,0,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","4374,1528,1122,1397,1311,954,744,1326,1891,943,1116,3424,2063,1127,1182,5637,653,1254,2327,1207,1093,1632,1018,1444,902,887,481,511,1185,690","1343,1750,1116,1760,3300,1860,972,3220,2874,781",20450,333,153236,26045,236247,722419,NA,"13:04:09 07/09/19 UTC","Tue Jul 09 2019 09:04:08 GMT-0400 (Eastern Daylight Time)","13:04:08 07/09/19 UTC",0,"category_change_1","13:15:51 07/09/19 UTC","no","0000000001","1111111110","0001000001","1110111110",1,3,-2,9,8,1,0.2,0.1,-0.1,"s40576010",2
"258","iR713831","s80567741","I","R",NA,NA,NA,"buv","kal",1,FALSE,FALSE,"0,1,1,0,1,0,0,1,1,0","0,0,0,0,1,0,1,1,1,0",7,"6,5,3,9,8,7,0,5,9,9,8,9,8,9,1,8,9,4,9,6,6,8,2,7,9,9,7,4,7,9","4,0,3,2,9,6,7,5,1,8","0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0","1,0,0,0,0,1,1,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2854,1308,1349,1369,1227,1609,1859,1510,1721,1189,3093,2065,2107,1602,1638,2268,1324,1980,1368,1365,1115,2045,2835,1219,1201,1166,1486,2941,1761,1365","2679,1437,3660,2242,1322,1584,1836,1292,1217,2320",12747,300,36304,16647,262215,328214,NA,"13:08:54 07/09/19 UTC","Tue Jul 09 2019 09:08:54 GMT-0400 (Eastern Daylight Time)","13:08:54 07/09/19 UTC",0,"category_change_1","13:14:09 07/09/19 UTC","no","0000101110","1111010001","0110100110","1001011001",4,6,-2,6,5,1,0.5,0.4,-0.1,"s80567741",1
"259","cL916614","s10827581","C","L",33,1,"init","vit","lem",1,TRUE,FALSE,"1,0,1,0,1,1,1,0,0,0","0,0,0,0,1,1,1,1,1,1",5,"1,6,0,1,2,0,0,9,5,0,5,0,8,4,3,1,3,1,0,0,2,1,0,4,0,2,7,0,2,3","3,6,5,8,0,7,2,1,4,9","0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0","0,1,1,1,0,1,0,0,1,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2613,1216,967,1506,8099,15353,11861,1028,3106,954,1740,3213,2302,3920,2131,3141,2560,761,2618,706,3304,4591,6717,1069,959,4227,947,734,2336,672","641,168,822,1016,640,627,6351,993,1042,1518",14348,8065,26081,1157,408514,458165,8,"13:06:43 07/09/19 UTC","Tue Jul 09 2019 09:06:48 GMT-0400 (Eastern Daylight Time)","13:06:48 07/09/19 UTC",1,"category_change_1","13:14:06 07/09/19 UTC","no","0000111111","1111000000","1010111000","1010111000",1,5,-4,4,5,-1,0.5,0.4,-0.1,"33",1
"260","iR432012","s48700223","I","R",NA,NA,NA,"gos","tef",1,FALSE,FALSE,"1,0,1,0,1,0,0,1,1,0","0,0,1,1,0,0,0,1,0,0",6,"6,4,2,7,9,9,3,9,5,0,7,9,9,9,1,8,8,5,8,6,7,9,8,4,9,7,9,9,8,6","5,6,0,4,1,7,8,3,9,2","0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1","0,0,0,0,0,1,0,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0","2547,2088,1415,1066,1739,1181,1374,3309,3026,1525,1686,1996,1698,1373,2130,1903,1418,1498,1215,1039,1345,899,850,984,898,1656,860,856,944,901","2113,1565,1997,3210,1648,2063,3094,3395,987,2978",13908,327,41637,18812,254545,329229,NA,"13:06:59 07/09/19 UTC","Tue Jul 09 2019 09:06:41 GMT-0400 (Eastern Daylight Time)","13:06:41 07/09/19 UTC",0,"category_change_1","13:12:14 07/09/19 UTC","no","0011000100","1100111011","1010100110","1010100110",4,7,-3,7,5,2,0.5,0.3,-0.2,"s48700223",1
"261","cU770928","s21046478","C","U",5,3,"cU448549","seb","nuk",1,TRUE,FALSE,"0,1,1,0,1,1,1,0,0,0","0,1,1,1,1,1,0,0,0,0",8,"1,7,7,5,8,6,9,8,9,8,6,3,9,5,0,0,2,5,6,0,2,3,4,1,7,2,3,4,4,1","8,7,1,2,3,0,9,6,4,5","0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0","0,0,1,1,1,0,0,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1","0,0,0,1,0,0,0,0,0,0","1821,1083,924,1566,1100,1396,786,992,1234,1156,1155,1326,979,1287,1140,1063,1988,1172,977,1382,1150,2727,1225,1376,1979,4700,771,942,953,1017","774,799,838,680,1382,887,954,812,984,774",13813,216,35165,4459,230474,284127,5,"13:15:42 07/09/19 UTC","Tue Jul 09 2019 09:15:41 GMT-0400 (Eastern Daylight Time)","13:15:41 07/09/19 UTC",0,"category_change_1","13:20:12 07/09/19 UTC","no","0111110000","1000001111","0110111000","1001000111",2,4,-2,5,5,0,0.5,0.5,0,"5",3
"262","iR763032","s51398248","I","R",NA,NA,NA,"dap","mig",5,FALSE,FALSE,"1,1,1,0,1,1,0,1,1,0","1,0,1,1,0,1,1,1,1,0",6,"8,9,7,9,8,0,9,6,1,9,6,9,4,7,3,9,9,6,9,9,7,4,9,5,7,2,5,8,8,8","0,9,3,5,4,2,7,1,6,8","0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1","1,0,1,1,0,1,1,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","646,1188,521,229,243,837,352,525,604,779,622,397,652,880,594,518,251,268,530,686,723,896,527,5984,513,2177,1047,869,647,489","635,393,222,224,303,192,181,198,180,297",36843,249,528380,13003,365453,2385414,NA,"13:06:51 07/09/19 UTC","Tue Jul 09 2019 09:06:43 GMT-0400 (Eastern Daylight Time)","13:06:43 07/09/19 UTC",0,"category_change_1","13:45:59 07/09/19 UTC","no","1011011110","1011011110","1110110110","1110110110",5,5,0,7,7,0,0.3,0.3,0,"s51398248",5
"263","iL397196","s33999890","I","L",NA,NA,NA,"buv","kal",1,FALSE,FALSE,"0,1,1,0,1,1,0,1,0,0","0,0,0,0,1,0,1,1,1,1",4,"0,3,3,0,0,1,4,3,0,0,1,0,7,0,2,0,6,2,5,2,5,1,0,1,8,0,4,9,1,2","7,9,4,6,5,3,2,8,1,0","1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1","1,1,1,1,0,0,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","3670,1847,1183,1298,865,792,2080,1610,867,834,627,883,3436,1137,1041,839,1173,1142,1344,1139,994,1258,807,924,1065,932,958,908,907,1666","1113,783,1171,777,685,478,259,803,824,477",33250,498,108426,11099,300948,454222,NA,"13:11:00 07/09/19 UTC","Tue Jul 09 2019 09:11:00 GMT-0400 (Eastern Daylight Time)","13:11:00 07/09/19 UTC",0,"category_change_1","13:18:01 07/09/19 UTC","no","0000101111","1111010000","0110110100","1001001011",3,6,-3,5,5,0,0.5,0.5,0,"s33999890",1
"264","iR159459","s30756760","I","R",NA,NA,NA,"pon","fud",1,FALSE,FALSE,"0,1,1,1,0,1,1,0,0,0","1,1,1,1,1,1,1,0,0,0",8,"8,9,6,2,7,9,8,9,6,9,4,4,6,0,9,9,9,9,1,8,7,8,7,7,9,3,8,5,5,9","6,7,3,9,5,1,0,8,2,4","1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0","1,0,1,0,1,1,1,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","3002,6884,2377,1807,3952,1569,1503,1304,2343,9649,7951,5643,2489,1653,1304,7173,1745,1330,1269,3619,7087,1259,5528,1486,1213,6568,1292,1592,1372,3757","1791,1796,1545,1141,1220,1240,1263,1004,1389,11996",10241,249,71732,46897,319817,448936,NA,"13:14:06 07/09/19 UTC","Tue Jul 09 2019 09:14:05 GMT-0400 (Eastern Daylight Time)","13:14:05 07/09/19 UTC",0,"category_change_1","13:21:25 07/09/19 UTC","no","1111111000","1111111000","0111011000","1000100111",1,4,-3,7,5,2,0.5,0.3,-0.2,"s30756760",1
"265","cL587631","s43116207","C","L",34,1,"init","buv","kal",1,TRUE,FALSE,"1,0,0,1,1,0,1,0,0,1","1,1,1,1,1,0,1,0,0,0",7,"2,3,3,2,5,4,0,0,5,2,8,1,1,7,1,4,1,6,0,0,0,3,0,9,0,0,0,2,0,1","8,1,2,0,7,3,6,4,5,9","0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1","0,1,1,1,0,1,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","5593,1419,2517,1225,2113,2732,1357,1274,2534,913,1989,982,1373,1483,1738,936,1300,1128,1968,2257,8728,1371,1025,902,1101,720,973,859,929,1009","2167,1110,369,298,876,694,651,790,1075,868",10409,317,77447,24807,238711,351693,6,"13:04:27 07/09/19 UTC","Tue Jul 09 2019 08:04:27 GMT-0500 (Central Daylight Time)","13:04:27 07/09/19 UTC",0,"category_change_1","13:10:08 07/09/19 UTC","no","1111101000","1111101000","1001101001","1001101001",3,6,-3,6,5,1,0.5,0.4,-0.1,"34",1
"266","iU103436","s45942814","I","U",NA,NA,NA,"dap","mig",3,FALSE,FALSE,"0,0,0,0,1,1,1,0,1,1","0,0,0,0,0,0,1,0,1,1",8,"7,6,8,0,0,1,7,4,5,9,2,9,5,3,6,5,4,3,8,3,7,1,1,2,6,2,4,8,9,0","3,5,0,6,9,8,2,4,7,1","1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0","0,0,0,1,1,1,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2740,2027,1182,948,959,1122,1998,2135,1311,1194,826,1094,1100,959,3582,1499,1864,1222,1093,1048,1490,1468,762,965,949,1055,1009,938,700,1101","1306,740,788,2785,941,821,1063,786,2041,992",129463,317,46010,111173,223667,1037232,NA,"13:06:59 07/09/19 UTC","Tue Jul 09 2019 08:06:59 GMT-0500 (Central Daylight Time)","13:06:59 07/09/19 UTC",0,"category_change_1","13:22:07 07/09/19 UTC","no","0000001011","1111110100","0000111011","1111000100",3,3,0,7,5,2,0.5,0.3,-0.2,"s45942814",3
"267","cU334291","s13421475","C","U",3,2,"cU729649","vit","lem",1,TRUE,TRUE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,0,0,0,0,0",10,"8,9,6,8,0,3,2,2,0,6,2,1,3,9,7,1,8,5,9,0,3,4,7,5,4,6,4,1,7,5","6,0,4,9,2,3,8,7,1,5","0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0","0,1,1,0,1,1,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","3088,1996,2254,1886,1487,1103,3537,1719,1455,1986,1411,1622,1887,2593,4825,1598,1753,3672,1136,1264,1538,1345,1396,949,1919,1246,1616,1288,1108,1417","1222,927,2072,882,1126,813,838,1083,978,999",12456,536,38401,11931,248075,311399,5,"13:10:38 07/09/19 UTC","Tue Jul 09 2019 14:10:39 GMT 0100 (British Summer Time)","13:10:39 07/09/19 UTC",1,"category_change_1","13:15:37 07/09/19 UTC","no","1111100000","1111100000","1111100000","1111100000",1,1,0,5,5,0,0.5,0.5,0,"3",2
"268","iR878290","s27084889","I","R",NA,NA,NA,"buv","kal",1,FALSE,FALSE,"1,0,1,1,0,0,1,0,1,0","1,1,1,1,1,1,1,0,0,0",6,"8,5,6,9,9,9,8,9,8,7,9,7,2,4,9,6,0,8,1,4,8,6,9,9,3,7,7,9,5,9","6,1,7,8,0,4,3,2,5,9","1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0","1,1,0,0,1,1,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2531,1483,1420,1281,1292,897,2108,1167,1392,1120,2456,1418,1082,899,1068,1204,856,1868,1154,981,973,2483,1022,1470,2102,1122,1090,864,2288,1216","1292,2551,759,693,901,767,639,1180,1371,796",7725,281,32527,11628,225603,277764,NA,"13:04:45 07/09/19 UTC","Tue Jul 09 2019 09:04:41 GMT-0400 (Eastern Daylight Time)","13:04:41 07/09/19 UTC",0,"category_change_1","13:09:15 07/09/19 UTC","no","1111111000","1111111000","1011001010","1011001010",1,7,-6,7,5,2,0.5,0.3,-0.2,"s27084889",1
"269","cU349108","s70098430","C","U",4,1,"init","buv","kal",1,TRUE,FALSE,"1,0,1,1,0,0,0,0,1,1","0,1,1,0,0,0,0,0,1,1",7,"9,6,6,8,0,3,3,7,9,7,5,0,2,5,5,1,8,4,6,0,4,1,9,8,2,4,2,3,1,7","4,0,3,2,9,5,1,6,8,7","0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1","0,0,0,1,1,0,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","13420,1809,3721,4767,1934,2117,979,1503,1028,1379,775,950,1186,938,3490,1044,5989,3301,1529,965,1877,1217,2027,1804,3993,1002,1170,1798,2329,4254","1816,3071,2191,1540,1942,1610,3620,1921,4024,1748",12168,459,64908,17121,277278,371933,6,"13:04:17 07/09/19 UTC","Tue Jul 09 2019 09:04:29 GMT-0400 (Eastern Daylight Time)","13:04:29 07/09/19 UTC",0,"category_change_1","13:10:16 07/09/19 UTC","no","0110000011","1001111100","1011000011","1011000011",3,4,-1,6,5,1,0.5,0.4,-0.1,"4",1
"270","iU366691","s63458152","I","U",NA,NA,NA,"pon","fud",5,FALSE,FALSE,"1,0,1,1,1,0,0,0,1,0","1,0,1,1,1,1,0,0,1,0",9,"9,8,0,9,1,7,4,1,3,8,3,6,9,1,3,8,7,4,2,0,2,6,0,7,2,4,6,5,5,5","9,7,4,2,1,8,6,5,3,0","0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1","0,0,1,1,0,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","12327,2390,1052,936,2974,2833,3073,2161,4312,4936,2078,3095,1032,3157,3617,3696,1600,4761,6505,1424,5006,4346,1358,3617,2132,7231,1422,1031,1861,1571","1121,3972,2647,1225,1942,3940,2807,3461,2803,1099",17731,382,53472,18251,291325,2053165,NA,"13:04:48 07/09/19 UTC","Tue Jul 09 2019 06:04:47 GMT-0700 (Pacific Daylight Time)","13:04:47 07/09/19 UTC",1,"category_change_1","13:38:43 07/09/19 UTC","no","1011110010","1011110010","1011100010","1011100010",5,5,0,6,5,1,0.5,0.4,-0.1,"s63458152",5
"271","cR215494","s41576121","C","R",27,8,"cR842300","pon","fud",1,TRUE,TRUE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,0,0,0,0",10,"4,9,9,8,3,8,9,5,8,9,9,7,6,9,7,4,7,8,0,9,2,9,6,9,1,5,9,8,6,7","6,4,7,0,1,5,2,9,3,8","0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0","0,1,0,1,1,1,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1803,1813,857,1188,751,2095,1098,936,957,1020,1005,1328,1097,940,1006,911,1167,1002,918,954,922,959,1020,876,821,1564,991,1043,977,1157","1288,878,908,695,782,1770,821,806,855,868",8741,315,27931,11169,212286,260442,4,"13:43:45 07/09/19 UTC","Tue Jul 09 2019 09:43:44 GMT-0400 (Eastern Daylight Time)","13:43:44 07/09/19 UTC",0,"category_change_1","13:47:56 07/09/19 UTC","no","1111110000","1111110000","1111110000","1111110000",1,1,0,6,6,0,0.4,0.4,0,"27",8
"272","iL286525","s39582121","I","L",NA,NA,NA,"pon","fud",4,FALSE,FALSE,"0,0,1,1,0,1,0,1,1,0","0,0,1,1,1,0,1,1,0,1",5,"2,1,0,7,0,0,2,5,4,9,6,0,3,8,1,2,0,1,0,1,0,0,3,0,3,2,5,1,0,4","5,1,7,2,4,3,8,0,9,6","1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1","0,0,1,1,1,1,0,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1382,2551,1585,1150,1256,780,1074,1032,847,1910,1900,1319,1807,1218,1738,929,1292,1087,1246,2188,1107,837,1015,945,1195,997,1005,1934,886,1817","3469,3006,1719,893,1017,1290,1259,819,1153,1044",16996,266,48417,26207,220618,1047016,NA,"13:06:26 07/09/19 UTC","Tue Jul 09 2019 08:06:23 GMT-0500 (Central Daylight Time)","13:06:23 07/09/19 UTC",0,"category_change_1","13:23:36 07/09/19 UTC","no","0011101101","1100010010","0011010110","1100101001",5,6,-1,4,5,-1,0.5,0.4,-0.1,"s39582121",4
"273","iU838884","s57598239","I","U",NA,NA,NA,"seb","nuk",3,FALSE,FALSE,"0,0,0,1,1,1,1,1,1,1","0,0,0,0,0,1,1,1,1,1",8,"7,2,9,8,5,1,4,0,6,8,6,2,4,2,3,9,6,5,3,7,0,4,9,1,8,0,5,1,3,7","0,5,8,7,2,9,4,3,1,6","1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1","0,1,1,1,0,1,0,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","844,1356,1336,768,1025,1168,1198,917,920,904,1220,1551,923,1289,1405,1298,941,775,916,808,717,1806,1036,1104,870,946,9765,1052,1541,1717","1328,849,820,675,666,854,1069,853,955,1077",14282,209,75667,14000,274700,831706,NA,"13:07:53 07/09/19 UTC","Tue Jul 09 2019 09:07:52 GMT-0400 (Eastern Daylight Time)","13:07:52 07/09/19 UTC",0,"category_change_1","13:21:30 07/09/19 UTC","no","0000011111","1111100000","0001111111","1110000000",1,1,0,5,3,2,0.3,0.5,0.2,"s57598239",3
"274","iU467220","s27178149","I","U",NA,NA,NA,"vit","lem",3,TRUE,TRUE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,0,1,1,1,1",10,"2,2,4,0,1,6,4,7,4,3,5,3,6,7,3,5,1,6,0,2,5,8,9,9,8,1,0,8,7,9","9,0,7,5,1,6,2,4,8,3","0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1","1,0,1,0,0,1,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,1,0,0,0,0","1500,985,1196,1806,982,996,1140,1068,1393,962,994,801,1038,986,794,869,927,891,934,897,939,954,608,827,881,1025,827,985,793,845","961,906,1336,2643,837,2031,900,850,780,965",22877,250,274695,15991,207689,1000091,17,"13:07:41 07/09/19 UTC","Tue Jul 09 2019 09:07:41 GMT-0400 (Eastern Daylight Time)","13:07:41 07/09/19 UTC",0,"category_change_1","13:23:58 07/09/19 UTC","no","0000001111","1111110000","0000001111","1111110000",1,1,0,6,6,0,0.4,0.4,0,"s27178149",3
"275","iU308968","s26439174","I","U",NA,NA,NA,"vit","lem",8,TRUE,FALSE,"1,1,1,0,0,0,0,0,1,1","1,1,1,0,0,0,0,0,0,1",9,"9,3,8,9,3,7,4,6,7,1,4,9,0,8,0,0,2,6,6,3,4,8,1,5,7,1,2,5,5,2","3,0,4,9,6,1,8,2,5,7","1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1","0,1,0,1,0,1,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,1,0,0,0","869,910,777,727,668,602,504,409,372,4428,926,1121,661,1414,710,618,957,1086,836,728,798,1210,1265,1012,5161,48354,1278,942,838,986","1365,759,1095,1052,987,907,3018,572,815,831",464472,302,42548,194626,256674,2813823,47,"13:13:04 07/09/19 UTC","Tue Jul 09 2019 09:13:05 GMT-0400 (Eastern Daylight Time)","13:13:05 07/09/19 UTC",0,"category_change_1","13:52:13 07/09/19 UTC","no","1110000001","1110000001","1110000011","1110000011",2,2,0,4,5,-1,0.5,0.4,-0.1,"s26439174",8
"276","cL744960","s28532155","C","L",36,2,"cL812573","buv","kal",1,TRUE,FALSE,"1,0,0,0,0,0,0,0,1,1","1,1,0,0,0,0,0,0,1,1",9,"3,5,6,2,0,1,0,3,9,7,0,0,0,8,5,1,4,1,2,2,0,3,1,4,0,1,0,0,2,0","9,8,7,1,6,4,0,2,3,5","1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1","1,1,0,1,0,0,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0","1804,1226,1917,1244,1083,1445,778,1437,1134,2477,975,939,891,2058,1064,900,1015,1528,1120,1129,921,1048,1200,1022,1031,1480,1179,774,1275,7923","1679,1213,2649,1756,810,931,1100,926,882,860",12515,248,327442,10303,362289,712797,12,"13:13:21 07/09/19 UTC","Tue Jul 09 2019 09:13:21 GMT-0400 (Eastern Daylight Time)","13:13:21 07/09/19 UTC",0,"category_change_1","13:25:01 07/09/19 UTC","no","1100000011","1100000011","1000000011","1000000011",2,2,0,4,3,1,0.3,0.4,0.1,"36",2
