"","X","participant","session_code","condition","distribution","chain","generation","parent","word0","word1","round","final_round","converged","correct_mapping","produced_mapping","score","trainset","testset","trainresponses","testresponses","trainresponse_changes","testresponse_changes","train_RTs","test_RTs","duration_consent","duration_callback","duration_comprehension","duration_instruction","duration_round","duration_experiment","whole_experiment","jointime_webapp2","jointime_user","jointime_user_UTC","comprehension_tries","experiment","created","bonused","system1024","system512","system1024_input","system512_input","N_boundaries","N_boundaries_input","N_boundaries_change","n_label1","n_label1_input","n_label1_change","p_input","p_output","p_change","trajectory","iteration"
"109",110,"cR430459","s19187133","C","R",29,1,"init","seb","nuk",1,TRUE,FALSE,"0,1,0,0,0,1,0,1,1,1","0,0,0,1,1,1,1,1,1,1",6,"6,5,4,2,7,9,9,8,3,7,7,8,7,9,9,5,8,9,9,0,9,8,6,9,6,9,9,1,8,4","6,2,1,7,5,4,0,8,9,3","0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1","1,0,0,1,1,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,0","4676,1271,2840,2531,1211,1347,1178,915,864,964,1098,1364,947,1565,3047,2031,846,748,747,1178,1698,1215,1898,1631,1364,1297,1114,1148,1214,1079","1314,964,881,863,848,1298,881,714,564,1564",9365,232,247606,22127,235478,514808,"9","19:22:16 01/22/20 UTC","Wed Jan 22 2020 14:22:17 GMT-0500 (Eastern Standard Time)","19:22:17 01/22/20 UTC",0,"category_change_2","19:30:41 01/22/20 UTC","no","0001111111","1110000000","0100010111","1011101000",1,5,-4,3,5,-2,0.5,0.3,-0.2,"29",1
"110",111,"iR703390","s81267137","I","R",NA,NA,NA,"vit","lem",3,FALSE,FALSE,"0,0,1,0,1,1,0,0,0,0","0,0,0,0,0,0,0,0,0,0",7,"9,7,8,6,3,7,7,6,0,8,9,5,9,4,6,9,8,8,9,9,7,9,9,9,2,9,8,5,1,4","5,8,7,9,0,2,1,4,3,6","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,0","3297,798,812,578,786,535,545,787,1470,719,829,761,705,1536,988,756,814,687,612,627,626,590,465,573,2652,932,690,2653,9896,658","3650,684,741,762,1483,2568,1960,1772,1005,731",12689,216,24977,14800,225579,770753,NA,"19:23:25 01/22/20 UTC","Wed Jan 22 2020 13:23:25 GMT-0600 (Central Standard Time)","19:23:25 01/22/20 UTC",0,"category_change_2","19:36:03 01/22/20 UTC","no","0000000000","1111111111","0010110000","1101001111",0,4,-4,10,7,3,0.3,0,-0.3,"s81267137",3
"111",112,"cU276992","s49596917","C","U",6,1,"init","vit","lem",1,TRUE,FALSE,"0,1,0,0,1,0,1,0,1,1","1,1,0,0,1,1,0,0,1,1",7,"3,9,8,3,6,5,5,0,2,3,1,6,8,7,0,4,1,4,9,7,0,8,2,1,4,2,9,6,7,5","4,8,7,2,9,1,6,5,3,0","0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0","1,1,0,0,1,1,0,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0","0,0,0,0,0,0,0,1,0,0","4732,1606,1138,1133,1067,1208,2125,1328,1614,1190,1450,1349,2039,1417,2785,3274,1286,2517,4655,1540,1108,2028,1703,1443,4666,1255,4591,2288,2037,2270","2828,2155,1238,2093,1756,1422,1507,1543,1856,1454",9126,200,33613,21253,254651,318844,"5","19:38:10 01/22/20 UTC","Wed Jan 22 2020 12:38:10 GMT-0700 (Mountain Standard Time)","19:38:10 01/22/20 UTC",0,"category_change_2","19:43:20 01/22/20 UTC","no","1100110011","1100110011","0100101011","1011010100",4,7,-3,6,5,1,0.5,0.4,-0.1,"6",1
"112",113,"iU948526","s54699144","I","U",NA,NA,NA,"buv","kal",2,FALSE,FALSE,"0,0,1,1,0,1,1,1,1,1","1,0,1,0,1,1,1,1,1,1",7,"3,6,5,4,2,4,3,8,0,8,5,7,6,1,8,2,1,9,9,0,5,7,0,1,2,9,7,6,4,3","3,5,1,9,7,0,4,2,8,6","0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0","0,1,0,1,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,1,0,0","1302,703,860,1637,821,1836,5829,1139,1742,626,11177,7565,2084,4383,621,1691,1693,5444,16587,1158,3990,2829,1334,2887,5804,869,659,1063,1078,1232","956,621,1709,395,493,481,2407,840,499,690",9294,118,22767,1181235,260626,1735746,NA,"19:33:07 01/22/20 UTC","Wed Jan 22 2020 14:33:06 GMT-0500 (Eastern Standard Time)","19:33:06 01/22/20 UTC",0,"category_change_2","20:01:53 01/22/20 UTC","no","1010111111","1010111111","0011011111","1100100000",4,3,1,8,3,5,0.3,0.2,-0.1,"s54699144",2
"113",114,"iR943073","s54939140","I","R",NA,NA,NA,"gos","tef",2,FALSE,FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,0,0,0,0,0,0",8,"6,1,7,8,9,2,5,7,9,8,8,9,9,6,8,3,8,0,9,9,9,4,9,4,6,9,5,9,7,7","5,7,1,3,2,6,8,4,0,9","0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0","0,0,1,1,1,0,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1429,858,694,543,678,1079,729,861,745,1151,826,708,646,862,658,977,409,958,1283,478,626,859,477,1191,859,490,926,556,771,658","958,760,710,782,1110,662,907,726,942,823",12318,384,25403,14051,198105,463013,NA,"19:22:06 01/22/20 UTC","Wed Jan 22 2020 11:22:05 GMT-0800 (Pacific Standard Time)","19:22:05 01/22/20 UTC",0,"category_change_2","19:29:36 01/22/20 UTC","no","1111000000","1111000000","1111110000","1111110000",1,1,0,4,6,-2,0.4,0.4,0,"s54939140",2
"114",115,"iU382881","s43139211","I","U",NA,NA,NA,"vit","lem",1,FALSE,FALSE,"1,1,1,1,0,0,0,1,0,0","1,1,1,1,0,0,0,0,0,0",9,"8,7,4,0,3,0,4,5,4,5,2,6,9,3,9,0,7,9,6,8,8,5,6,1,2,7,2,3,1,1","4,0,7,6,3,5,9,1,8,2","0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1","0,1,0,0,1,0,0,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6730,1598,2716,4106,1536,1542,2379,2552,2776,3473,1616,1560,1663,2831,2205,1432,1819,5062,4022,2539,2653,1561,1609,1590,2094,6595,1338,5242,1563,937","2655,1032,1048,937,7469,6427,7569,980,1706,2594",7050,282,59685,22686,291879,381582,NA,"19:22:32 01/22/20 UTC","Wed Jan 22 2020 14:22:33 GMT-0500 (Eastern Standard Time)","19:22:33 01/22/20 UTC",0,"category_change_2","19:28:47 01/22/20 UTC","no","1111000000","1111000000","1111000100","1111000100",1,3,-2,4,5,-1,0.5,0.4,-0.1,"s43139211",1
"115",117,"iU118991","s25432883","I","U",NA,NA,NA,"seb","nuk",4,FALSE,FALSE,"1,1,0,0,0,1,0,1,1,0","1,1,1,0,0,0,1,1,0,0",6,"3,5,6,3,0,5,0,2,1,4,1,9,7,5,8,7,4,3,8,4,6,6,9,9,7,2,8,1,2,0","7,4,0,3,1,5,2,9,6,8","1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1","1,0,1,0,1,0,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","9739,1394,1302,1289,1273,1805,1920,1074,1489,1854,1415,2793,1025,1402,2840,1293,5714,5425,1280,1279,1312,1065,1884,1545,914,3571,1199,2218,1185,1209","4023,1521,1287,895,1002,4129,943,1562,1409,1574",6311,139,41532,5826,247640,1086089,NA,"19:26:37 01/22/20 UTC","Wed Jan 22 2020 14:26:33 GMT-0500 (Eastern Standard Time)","19:26:33 01/22/20 UTC",0,"category_change_2","19:44:37 01/22/20 UTC","no","1110001100","1110001100","1100010110","1100010110",3,5,-2,5,5,0,0.5,0.5,0,"s25432883",4
"116",118,"cL215800","s89404103","C","L",39,4,"cL399540","gos","tef",1,TRUE,FALSE,"1,1,1,1,0,0,0,0,0,0","1,1,1,1,1,0,0,0,0,0",9,"1,6,0,5,1,0,0,4,0,9,4,0,0,2,3,0,3,5,2,3,0,1,7,8,1,0,2,1,2,0","9,6,1,7,2,5,4,3,8,0","1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1","0,0,1,0,1,0,1,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2195,2022,2205,1485,1274,1068,1105,1545,1329,1322,1891,1057,1015,1274,1115,994,3689,1245,1112,1199,1062,914,1177,1093,1172,905,1014,926,1020,1040","1424,1178,1055,1170,1161,1088,1987,941,1128,957",4682,233,34355,23489,231522,294281,"5","19:43:10 01/22/20 UTC","Wed Jan 22 2020 14:49:21 GMT-0500 (Eastern Standard Time)","19:49:21 01/22/20 UTC",0,"category_change_2","19:48:00 01/22/20 UTC","no","1111100000","1111100000","1111000000","1111000000",1,1,0,5,4,1,0.4,0.5,0.1,"39",4
"117",119,"iR855403","s51450383","I","R",NA,NA,NA,"vit","lem",6,FALSE,FALSE,"0,0,1,0,1,1,1,0,0,1","1,1,0,0,0,0,1,1,0,0",3,"9,3,7,7,9,9,9,7,9,5,1,8,7,9,5,8,8,0,9,8,4,6,2,9,8,9,9,6,4,6","8,0,1,9,4,3,6,2,7,5","1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1","0,1,1,0,0,0,1,0,1,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","973,1682,1250,4237,1441,811,490,660,909,1007,624,374,621,4718,708,423,471,505,1562,1221,3661,629,840,1143,993,427,496,690,889,524","1004,1158,937,1672,1192,855,1488,8015,3506,2653",29836,784,244366,27898,282329,3088452,NA,"19:28:27 01/22/20 UTC","Wed Jan 22 2020 12:28:27 GMT-0700 (Mountain Standard Time)","19:28:27 01/22/20 UTC",1,"category_change_2","20:19:25 01/22/20 UTC","no","1100001100","1100001100","0010111001","1101000110",3,5,-2,4,5,-1,0.5,0.4,-0.1,"s51450383",6
"118",120,"cL318904","s60900964","C","L",45,2,"cL230708","seb","nuk",1,TRUE,FALSE,"1,1,0,0,1,0,1,0,0,1","1,1,0,1,1,1,0,1,0,0",5,"1,3,1,7,2,0,0,0,0,2,4,0,0,1,0,2,0,0,1,1,8,6,5,0,3,9,4,2,5,3","2,7,6,4,9,0,1,3,8,5","1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0","0,1,0,1,0,1,1,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1494,996,1671,1175,1141,755,1340,1176,1928,1563,1209,1169,1887,1662,1059,3010,1383,1621,1156,762,1020,2533,1552,1114,4629,1531,1518,1075,2231,2088","4005,1686,1312,2337,1395,1097,810,724,1039,1288",7865,183,27515,13269,242592,291424,"5","19:28:32 01/22/20 UTC","Wed Jan 22 2020 14:28:31 GMT-0500 (Eastern Standard Time)","19:28:31 01/22/20 UTC",0,"category_change_2","19:33:15 01/22/20 UTC","no","1101110100","1101110100","1100101001","1100101001",5,6,-1,6,5,1,0.5,0.4,-0.1,"45",2
"119",121,"iR919807","s69659731","I","R",NA,NA,NA,"dap","mig",6,FALSE,FALSE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,1,1,1,1,1",9,"7,5,7,9,9,6,7,8,9,9,6,9,9,2,8,4,9,4,1,9,8,8,9,9,5,7,3,6,8,0","5,4,3,8,9,7,0,2,1,6","1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0","1,0,0,1,1,1,0,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1039,1040,1682,789,789,1239,1238,961,905,1057,1227,811,676,873,1158,940,823,1140,790,1280,1178,891,740,730,932,859,905,1010,792,1257","1675,1081,941,672,691,935,928,857,739,1155",46577,247,71491,18469,215492,1410615,NA,"19:25:34 01/22/20 UTC","Wed Jan 22 2020 13:25:33 GMT-0600 (Central Standard Time)","19:25:33 01/22/20 UTC",0,"category_change_2","19:48:18 01/22/20 UTC","no","0000011111","1111100000","0000001111","1111110000",1,1,0,5,6,-1,0.4,0.5,0.1,"s69659731",6
"120",122,"iU223651","s32656971","I","U",NA,NA,NA,"buv","kal",1,FALSE,FALSE,"0,0,1,1,1,0,0,1,0,1","0,0,0,0,0,0,0,1,1,1",6,"2,6,8,1,9,2,8,3,3,0,0,4,9,9,8,4,7,2,4,7,3,0,1,6,5,5,1,6,5,7","3,7,5,1,2,9,0,4,8,6","0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0","0,1,0,0,0,1,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1","0,0,1,0,0,0,0,0,0,3","3018,2290,816,755,904,2048,1411,893,830,1613,853,1207,1960,10873,1130,1443,612,2109,817,1031,596,931,843,1703,926,631,1375,1043,809,941","1524,1312,1002,948,631,1489,876,567,782,508",6430,350,24168,6152,233220,270320,NA,"19:19:23 01/22/20 UTC","Wed Jan 22 2020 14:18:01 GMT-0500 (Eastern Standard Time)","19:18:01 01/22/20 UTC",0,"category_change_2","19:23:47 01/22/20 UTC","no","0000000111","1111111000","0011100101","1100011010",1,5,-4,7,5,2,0.5,0.3,-0.2,"s32656971",1
"121",123,"iR638866","s77186034","I","R",NA,NA,NA,"gos","tef",2,FALSE,FALSE,"0,0,0,0,0,1,1,1,1,1","0,0,0,1,1,1,1,1,1,1",8,"9,4,7,4,7,9,9,3,8,9,6,9,8,5,6,8,9,5,9,9,6,9,1,0,2,7,7,8,8,9","9,6,7,5,8,4,1,2,3,0","1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1","1,1,1,1,1,1,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,1,0","1713,1492,1216,1609,1299,1354,1126,1161,1152,1120,1345,1085,1042,1881,957,1007,1153,1997,1169,1335,1582,990,1231,897,1661,1131,1012,1431,972,995","1026,1045,873,918,913,1269,1407,1172,1543,1065",7817,167,41647,30858,227152,565883,NA,"19:20:13 01/22/20 UTC","Wed Jan 22 2020 14:20:13 GMT-0500 (Eastern Standard Time)","19:20:13 01/22/20 UTC",0,"category_change_2","19:29:31 01/22/20 UTC","no","0001111111","1110000000","0000011111","1111100000",1,1,0,3,5,-2,0.5,0.3,-0.2,"s77186034",2
"122",124,"iU969652","s37894501","I","U",NA,NA,NA,"buv","kal",1,FALSE,FALSE,"0,0,1,1,0,0,1,0,1,1","1,1,0,0,0,1,1,1,0,1",3,"1,2,9,5,8,4,3,4,9,6,7,1,5,6,0,8,5,6,0,2,1,0,3,2,9,4,8,3,7,7","0,1,4,9,7,5,8,2,6,3","0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0","1,1,0,1,1,1,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1155,821,912,853,1350,1142,1070,1128,869,1151,922,1094,999,2598,1325,1263,1014,1503,2296,2465,1279,1723,954,841,875,1293,870,799,887,931","1424,1074,1018,1032,948,963,875,824,752,879",16770,133,35484,22719,221829,296934,NA,"19:22:31 01/22/20 UTC","Wed Jan 22 2020 13:22:32 GMT-0600 (Central Standard Time)","19:22:32 01/22/20 UTC",0,"category_change_2","19:27:12 01/22/20 UTC","no","1100011101","1100011101","0011001011","1100110100",4,5,-1,6,5,1,0.5,0.4,-0.1,"s37894501",1
"123",125,"iR919807","s69659731","I","R",NA,NA,NA,"dap","mig",7,FALSE,FALSE,"0,0,0,0,0,1,1,1,1,1","0,0,0,0,1,1,1,1,1,1",9,"8,9,9,9,3,8,5,9,8,9,8,4,1,9,2,9,6,7,9,6,7,9,7,6,8,7,0,9,4,5","4,8,9,1,7,5,2,3,6,0","1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0","1,1,1,0,1,1,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1074,655,773,506,1123,857,890,773,1112,840,879,894,765,788,899,696,908,1111,1230,1287,1066,939,989,1323,1308,739,900,837,839,790","1808,722,655,781,1032,737,849,942,857,977",46577,247,71491,18469,203677,1618587,NA,"19:25:34 01/22/20 UTC","Wed Jan 22 2020 13:25:33 GMT-0600 (Central Standard Time)","19:25:33 01/22/20 UTC",0,"category_change_2","19:51:45 01/22/20 UTC","no","0000111111","1111000000","0000011111","1111100000",1,1,0,4,5,-1,0.5,0.4,-0.1,"s69659731",7
"124",126,"cL507036","s76482926","C","L",31,1,"init","gos","tef",1,TRUE,FALSE,"1,1,0,0,0,1,1,0,0,1","1,1,1,1,1,1,0,1,0,1",5,"8,0,0,4,2,0,0,2,0,6,1,1,1,1,3,3,0,5,2,3,0,0,4,9,2,7,5,0,0,1","5,4,1,7,9,3,6,8,0,2","0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1","1,1,1,1,1,1,0,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","7314,1744,1349,1104,1544,1192,972,1030,961,1153,1632,1134,1673,960,1778,913,1174,2310,1059,1207,1397,1592,857,1336,773,998,782,2615,1066,1065","2080,1611,1278,1344,1471,1022,838,923,1125,853",6137,200,31064,8417,231936,277754,"5","19:21:53 01/22/20 UTC","Wed Jan 22 2020 11:21:57 GMT-0800 (Pacific Standard Time)","19:21:57 01/22/20 UTC",0,"category_change_2","19:26:25 01/22/20 UTC","no","1111110101","1111110101","1100011001","1100011001",4,4,0,8,5,3,0.5,0.2,-0.3,"31",1
"125",127,"cU613724","s26624127","C","U",13,1,"init","buv","kal",1,TRUE,FALSE,"0,0,1,1,1,0,1,0,1,0","0,0,0,0,1,1,1,1,1,1",5,"0,4,7,0,4,9,1,6,7,4,1,5,3,2,2,3,9,2,8,5,1,9,0,3,8,6,7,5,6,8","9,3,6,0,1,8,4,5,2,7","1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1","1,0,1,0,0,1,1,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2995,1694,2286,3352,1518,910,1228,1261,890,1075,959,1191,927,985,956,1197,1390,1091,1668,944,1239,1490,1028,1407,1815,1183,1007,1520,1010,906","1468,708,973,839,842,958,615,802,757,756",6690,184,191296,4280,223663,426112,"7","19:21:46 01/22/20 UTC","Wed Jan 22 2020 14:21:46 GMT-0500 (Eastern Standard Time)","19:21:46 01/22/20 UTC",0,"category_change_2","19:28:45 01/22/20 UTC","no","0000111111","1111000000","0011101010","1100010101",1,6,-5,4,5,-1,0.5,0.4,-0.1,"13",1
"126",128,"iL891166","s11882629","I","L",NA,NA,NA,"vit","lem",7,FALSE,FALSE,"1,1,1,1,1,1,1,1,1,0","1,1,1,1,1,1,1,1,0,0",9,"3,0,1,3,0,0,1,2,0,1,2,7,9,3,1,0,4,0,4,5,0,2,6,8,2,1,0,0,5,0","8,1,6,4,0,2,7,9,3,5","1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1","0,1,1,1,1,1,1,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","972,905,927,813,943,940,824,890,888,721,838,2365,1286,890,648,875,1420,988,1380,1120,805,1144,2049,1210,1738,961,792,1164,1107,822","1464,906,1172,953,1089,939,2317,1239,1349,1194",13649,666,97623,18111,215714,1754388,NA,"19:20:53 01/22/20 UTC","Wed Jan 22 2020 14:20:51 GMT-0500 (Eastern Standard Time)","19:20:51 01/22/20 UTC",0,"category_change_2","19:49:53 01/22/20 UTC","no","1111111100","1111111100","1111111110","1111111110",1,1,0,8,9,-1,0.1,0.2,0.1,"s11882629",7
"127",129,"iL614069","s53762739","I","L",NA,NA,NA,"dap","mig",3,FALSE,FALSE,"0,1,1,1,0,0,0,0,1,1","0,0,1,0,1,0,1,0,1,1",6,"0,6,2,8,0,3,0,5,2,3,7,0,9,2,1,1,0,1,1,0,0,5,0,4,0,2,3,1,0,4","8,2,6,0,1,5,3,4,7,9","0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0","1,1,1,0,0,0,0,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1849,1719,796,1327,806,1514,1496,1334,1645,1041,1044,2572,1373,838,1058,758,1236,1300,866,872,1232,1622,2139,1555,1441,1342,1556,1964,1042,1606","2642,2758,2018,939,847,2199,1331,1057,1071,1589",45451,551,245653,32007,223130,1029281,NA,"19:28:02 01/22/20 UTC","Wed Jan 22 2020 14:28:02 GMT-0500 (Eastern Standard Time)","19:28:02 01/22/20 UTC",0,"category_change_2","19:44:25 01/22/20 UTC","no","0010101011","1101010100","0111000011","1000111100",7,3,4,5,5,0,0.5,0.5,0,"s53762739",3
"128",130,"iU554157","s66276353","I","U",NA,NA,NA,"dap","mig",3,FALSE,FALSE,"1,0,0,1,0,0,0,1,1,1","0,1,0,0,0,0,0,1,1,1",7,"4,3,6,1,6,1,7,7,8,0,2,4,1,6,7,3,0,2,8,9,3,9,2,5,9,4,0,5,5,8","1,0,9,6,4,8,2,5,7,3","0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1","1,0,1,0,0,1,0,0,1,0","0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1347,1209,825,637,479,883,636,602,852,764,533,515,754,799,622,681,844,693,867,529,661,492,566,978,599,668,687,525,520,572","1419,813,500,769,813,816,766,794,803,704",4673,400,52824,68684,185820,720166,NA,"19:20:15 01/22/20 UTC","Wed Jan 22 2020 11:20:14 GMT-0800 (Pacific Standard Time)","19:20:14 01/22/20 UTC",0,"category_change_2","19:32:11 01/22/20 UTC","no","0100000111","1011111000","1001000111","1001000111",3,4,-1,6,5,1,0.5,0.4,-0.1,"s66276353",3
"129",131,"cU790742","s57274211","C","U",9,5,"cU795291","vit","lem",1,TRUE,FALSE,"1,1,1,1,0,0,0,0,0,0","1,1,1,0,0,0,0,0,0,0",9,"8,1,9,4,7,3,8,1,4,7,0,0,8,6,2,2,5,9,5,5,2,3,4,9,7,6,1,0,6,3","8,4,7,0,1,9,3,6,2,5","0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1","0,0,0,1,1,0,0,0,1,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","9747,4658,4361,2691,1649,3097,1491,1039,3298,1418,1283,891,1200,992,774,941,1348,979,1494,893,785,1225,2052,1062,1249,1001,953,812,2467,2244","2043,2108,889,876,712,977,6142,1030,1097,1023",13341,267,30650,19304,263679,327240,"5","20:01:07 01/22/20 UTC","Wed Jan 22 2020 14:06:16 GMT-0600 (Central Standard Time)","20:06:16 01/22/20 UTC",0,"category_change_2","20:06:20 01/22/20 UTC","no","1110000000","1110000000","1111000000","1111000000",1,1,0,3,4,-1,0.4,0.3,-0.1,"9",5
"130",132,"iL461619","s81643063","I","L",NA,NA,NA,"vit","lem",3,FALSE,FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,1,1,0,0",8,"5,4,2,3,0,5,1,3,8,6,2,9,0,0,0,0,4,2,0,7,0,0,0,3,1,1,1,1,2,0","3,8,1,9,7,6,5,4,2,0","0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1","1,0,1,0,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1272,13050,575,484,463,1021,662,731,868,1388,4829,921,569,839,755,745,937,774,737,5535,4115,765,753,810,711,638,566,625,521,430","754,805,553,1652,738,596,605,601,556,431",6298,200,32927,18556,214202,688998,NA,"19:23:41 01/22/20 UTC","Wed Jan 22 2020 14:23:41 GMT-0500 (Eastern Standard Time)","19:23:41 01/22/20 UTC",0,"category_change_2","19:35:03 01/22/20 UTC","no","1111111100","1111111100","1111110000","1111110000",1,1,0,8,6,2,0.4,0.2,-0.2,"s81643063",3
